label,source,text,username,mention,title,state
From: Sam Farr (Representative from California),twitter,"pres is right, 50 years of isolation has not worked. we need to increase people to people exchanges. #cubapolicy",sam farr,[],Representative,California
From: Kevin Brady (Representative from Texas),twitter,"but fewer than half have paid the premium?//georgia exchange applications hit 220,000 http://t.co/ytuuhigvwz",kevin brady,[],Representative,Texas
From: Jason Smith (Representative from Missouri),twitter,"england's last plane was called ""missouri armada"" http://t.co/xvkrebrmry http://t.co/stphue2wf2",jason smith,[],Representative,Missouri
From: Shelley Capito (Representative from West Virginia),twitter,president obama has made it his mission to shutdown coal production. need proof?  http://t.co/aasbw8clxh #waroncoal,shelley capito,[],Representative,West Virginia
From: Martin Heinrich (Senator from New Mexico),twitter,celebrating @iaiasantafeûªs 50 yrs of cultivating art and cultural identity in its students in #nm. @smithsoniannmai http://t.co/yhqqb5wfbn,martin heinrich,"['@iaiasantafe', '@smithsoniannmai']",Senator,New Mexico
From: Darrell Issa (Representative from California),twitter,"i've got the best followers. thanks for the many great tweets, comments and support.",darrell issa,[],Representative,California
From: Kelly Ayotte (Senator from New Hampshire),twitter,rt @grahamblog: we now know #benghazi was the result of a pre-planned terrorist attack by high-level al-qaeda operatives. it was never a prû_,kelly ayotte,['@grahamblog'],Senator,New Hampshire
From: Michele Bachmann (Representative from Minnesota),twitter,"will be on @homeandfamilytv this morning at 10/9c. discussing motherhood, cooking and much more. http://t.co/2koxailglu",michele bachmann,['@homeandfamilytv'],Representative,Minnesota
From: Rand Paul (Senator from Kentucky),twitter,"president obama says he ûïdeplores violence in egyptû, but u.s. foreign aid continues to help pay for it.",rand paul,[],Senator,Kentucky
From: AndrÌ© Carson (Representative from Indiana),twitter,happy b-day #socialsecurity! this program helps our seniors including 1.2 million hoosiers.  here's 2 another 79 yrs http://t.co/2dyimrct9l,andrì© carson,[],Representative,Indiana
From: Eric Cantor (Representative from Virginia),twitter,here's my interview with @michellefields on expanding education opportunity through #schoolchoice http://t.co/dn1qmi8af5 #pjnet,eric cantor,['@michellefields'],Representative,Virginia
From: Patrick Toomey (Senator from Pennsylvania),twitter,fantastic! @penn_state's @thon raises 13.3 million to fight pediatric cancer. http://t.co/h3lflzkrbu we are! ...,patrick toomey,"['@penn', '@thon']",Senator,Pennsylvania
From: Bruce Braley (Representative from Iowa),twitter,"and when i think about all of you who donated and are such an important part of our campaign: http://
http://t.co/3bhcey8jf0 #thankyou",bruce braley,[],Representative,Iowa
From: Jim Himes (Representative from Connecticut),twitter,the absurdity of mccain et al's criticism of potus response on #ukraine is matched by their utter silence on what they'd do differently.,jim himes,[],Representative,Connecticut
From: Glenn Thompson (Representative from Pennsylvania),twitter,spoke today to #usda forest service #usfs personnel from all over the country re: #forestry policy as chair of #agriculture cef subcommittee,glenn thompson,[],Representative,Pennsylvania
From: Ann Wagner (Representative from Missouri),twitter,"check out my newsletter about the 500 new boeing jobs, and my efforts to protect 13,000 jobs in the st. louis region
https://t.co/ztyhntsib1",ann wagner,[],Representative,Missouri
From: Kevin Cramer (Representative from North Dakota),twitter,former nfl punter brian hansen speaks at http://t.co/jxzqsdvhok today.,kevin cramer,[],Representative,North Dakota
From: Kevin Yoder (Representative from Kansas),twitter,"rt @repmartharoby: proud to join my friends @repcorygardner, @reprichhudson, @repkevinyoder, @reptimgriffin &amp; @repmgriffith to discuss #affû_",kevin yoder,"['@repmartharoby', '@repcorygardner', '@reprichhudson', '@repkevinyoder', '@reptimgriffin', '@repmgriffith']",Representative,Kansas
From: Joe Manchin III (Senator from West Virginia),twitter,skyping with magnolia high school students. very proud of their anti-bullying efforts. https://t.co/tffj6rebfm,joe manchin iii,[],Senator,West Virginia
From: Dana Rohrabacher (Representative from California),twitter,"@trevorfdane baltic&amp;eastern european states fear country that brutally occupied them. cold war is over. soviet union gone, now russia",dana rohrabacher,['@trevorfdane'],Representative,California
From: Jackie Walorski (Representative from Indiana),twitter,abc news reports irs official in charge of political targeting is now responsible 4 #obamacare office http://t.co/nox3skduvs,jackie walorski,[],Representative,Indiana
From: Steven Chabot (Representative from Ohio),twitter,"#onthisday 150 years ago, construction of the capitol dome was completed. http://t.co/rjvjppbcsp",steven chabot,[],Representative,Ohio
From: Charles Boustany Jr. (Representative from Louisiana),twitter,big news for louisiana sugar producers! http://t.co/e2yhljujfz,charles boustany jr.,[],Representative,Louisiana
From: Tammy Duckworth (Representative from Illinois),twitter,"thanks, @alschicago, for talking to me today about als research: http://t.co/hnqezrunwf",tammy duckworth,['@alschicago'],Representative,Illinois
From: John McCain (Senator from Arizona),twitter,headed to town hall meeting in northwest #phoenix,john mccain,[],Senator,Arizona
From: Kelly Ayotte (Senator from New Hampshire),twitter,senator ayotte @ foreign relations cmte reading senator bob dole's statement in support of un disabilities treaty http://t.co/l8ztmkev4x,kelly ayotte,[],Senator,New Hampshire
From: Michele Bachmann (Representative from Minnesota),twitter,i hope youûªll join me for coffee tomorrow morning from 8:00-8:45 at matthews family restaurant in circle pines. http://t.co/ndm3grjr,michele bachmann,[],Representative,Minnesota
From: Michael Fitzpatrick (Representative from Pennsylvania),twitter,i've signed onto a letter to hhs sec. @sebelius asking her to take action to #savesarah  http://t.co/wkyekaqses,michael fitzpatrick,['@sebelius'],Representative,Pennsylvania
From: Robert Hurt (Representative from Virginia),twitter,"our thoughts, prayers continue to be with the graham family, friends, &amp; the uva community during this difficult time. http://t.co/etkego4eg1",robert hurt,[],Representative,Virginia
From: Vicky Hartzler (Representative from Missouri),twitter,not what you want to be reading with your morning coffee: https://t.co/gplb1qlhtk,vicky hartzler,[],Representative,Missouri
From: John McCain (Senator from Arizona),twitter,"arizona republic: ""mccain plans first #arizona re-election fundraiser"" http://t.co/rtnzyaasp2",john mccain,[],Senator,Arizona
From: Chris Collins (Representative from New York),twitter,great meeting @kevinspacey tonight at @villanovau parents weekend http://t.co/7cizlnp7lm,chris collins,"['@kevinspacey', '@villanovau']",Representative,New York
From: David Schweikert (Representative from Arizona),twitter,wha? rt @bethmceldowney: your sequester not his mt @repdavid my plane pulled up to the wrong gate. another casualty of #obamasequester,david schweikert,"['@bethmceldowney', '@repdavid']",Representative,Arizona
From: Benjamin Cardin (Senator from Maryland),twitter,"#navalny conviction takes russia back to the days of ussr using courts as a weapon of tyranny
stmnt w/@senjohnmccain 
http://t.co/ipaoyd3hbk",benjamin cardin,['@senjohnmccain'],Senator,Maryland
From: Carol Shea-Porter (Representative from New Hampshire),twitter,today i introduced the #repaysupplies act to permanently extend the deduction for teachers who pay out of their own pockets for supplies.,carol shea-porter,[],Representative,New Hampshire
From: Dana Rohrabacher (Representative from California),twitter,"@bornericg you mean legalizing those here illegally, which would then attract tens of millions more.yes we refused to pass bill that harmful",dana rohrabacher,['@bornericg'],Representative,California
From: Scott Peters (Representative from California),twitter,.@ihealthbeat and @mobihealthnews covered my #telehealth bill. read here: http://t.co/y4cvxb6caw,scott peters,"['@ihealthbeat', '@mobihealthnews']",Representative,California
From: Robert Wittman (Representative from Virginia),twitter,about to talk with @wmalmornings @brianwilsondc @larryoconnor - tune in! http://t.co/exufpgqlsn,robert wittman,"['@wmalmornings', '@brianwilsondc', '@larryoconnor']",Representative,Virginia
From: Blake Farenthold (Representative from Texas),twitter,the wh gives big biz yet another break from #obamacare #trainwreck...what about the break for individuals &amp; families? http://t.co/rturokegpg,blake farenthold,[],Representative,Texas
From: Barbara Mikulski (Senator from Maryland),twitter,"i will continue to honor dr. king's legacy not just with words, but with deeds.",barbara mikulski,[],Senator,Maryland
From: Mark Udall (Senator from Colorado),twitter,"letûªs get started, ready for your questions! #repolicy http://t.co/pkarx2uoxs",mark udall,[],Senator,Colorado
From: Debbie Wasserman Schultz (Representative from Florida),twitter,"wow, you've got to watch this ûó12-year-old chastises nc republicans on their efforts to restrict #votingrights: http://t.co/hzmeg2fnjj",debbie wasserman schultz,[],Representative,Florida
From: Randy Neugebauer (Representative from Texas),twitter,"next week, will we see if pres obama's budget never balances? yup. -&gt; http://t.co/s6uzor4j8c check out our plan -&gt; http://t.co/f0fnnuhugh",randy neugebauer,[],Representative,Texas
From: Michelle Lujan Grisham (Representative from New Mexico),twitter,celebrating 43rd anniversary of medicare w/#abq retired workers council http://t.co/anc95ssjrb,michelle lujan grisham,[],Representative,New Mexico
From: Jeff Fortenberry (Representative from Nebraska),twitter,just finished interviewing with @mortonowh in statuary hall after the #sotu. http://t.co/1xuqi7h0or,jeff fortenberry,['@mortonowh'],Representative,Nebraska
From: Bill Shuster (Representative from Pennsylvania),twitter,please be sure to watch my youtube address to learn more about the domestic energy production protection act: http://t.co/ckou36ezty,bill shuster,[],Representative,Pennsylvania
From: Robert Aderholt (Representative from Alabama),facebook,more regulations and stifling job creation is not good for america.,robert aderholt,[],Representative,Alabama
From: Robert Aderholt (Representative from Alabama),facebook,"in todayûªs challenging budgetary environment, strategic spending is more critical than ever before. this subcommittee continues to find this administrationûªs efforts to spend less where the proven benefits are exponential, and more on some of the same funding areas to maintain the status quo.   we will remind the administration once again that our constituents expect us to make smarter, forward-looking decisions when investing their hard earned taxpayer dollars.",robert aderholt,[],Representative,Alabama
From: Lamar Alexander (Senator from Tennessee),facebook,"this morning, sen. alexander met with allyssa de jong, a patient at st. jude childrenûªs research hospital in memphis, and her mother, angela de jong-angelici, to hear about their experience at the hospital and allyssaûªs ongoing treatment for melanoma.",lamar alexander,[],Senator,Tennessee
From: Lamar Alexander (Senator from Tennessee),facebook,"icymi: sen. alexander on saturday delivered the weekly republican address with a focus on education, specifically a long-term fix on student loans and a republican plan for k-12 education that ûïputs washington out of the business of deciding whether local schools are succeeding or failing.û  in his remarks, alexander said senate republicans ûïwill work hard with the president and the houseû on a long-term student loans solution. he also described ûïa major disagreementû with democrats on k-12 education, saying, ûïto put it simply, democrats want a national school board; republicans favor local control.û http://1.usa.gov/18rohwj",lamar alexander,[],Senator,Tennessee
From: Lamar Alexander (Senator from Tennessee),facebook,"icymi: on the senate floor yesterday, sen. alexander called on the government accountability office to investigate hhs secretary sebeliusûªs fundraising and coordinating with private entities to implement the presidentûªs health care law, saying ûïthe analogy with iran-contra is strong.û follow this link to read more, including the letter alexander sent yesterday to sebelius asking for more information on her actions: http://1.usa.gov/12xu552",lamar alexander,[],Senator,Tennessee
From: Justin Amash (Representative from Michigan),facebook,"i voted yes on #hr2, american energy solutions for lower costs and more american jobs act. the bill combines several pieces of energy-related legislation that previously passed the house. the legislative package seeks to expand u.s. energy production and reduce bureaucratic red tape. it passed 226-191.",justin amash,[],Representative,Michigan
From: Justin Amash (Representative from Michigan),facebook,"congressman ron desantis endorses rep. raì¼l r. labrador for republican majority leader:  this week, the house republican conference will vote to elect a new majority leader for the house of representatives to fill the position currently held by eric cantor. the defeat of a sitting house majority leader is unprecedented, and, by my lights, represented a firm rebuke to the washington, dc establishment. the question is: will house republicans get the message?  the vote is by secret ballot, but i believe that members should be transparent with their constituents and disclose who they support. i will be voting for congressman raì¼l labrador.  raì¼l labrador is a conservative reformer who will stand for liberty and challenge washington sacred cows. he is also a skilled communicator who is capable of articulating limited government principles to a broad cross-section of americans. i am happy to support a change agent like raì¼l for the position of house majority leader.  below is a good take from hugh hewitt about what raì¼l would bring to the table as the next house majority leader.  http://www.breitbart.com/breitbart-california/2014/06/16/hewitt-raul-labrador-as-majority-leader-can-stun-the-media-elites-and-shake-up-america",justin amash,[],Representative,Michigan
From: Justin Amash (Representative from Michigan),facebook,"i voted yes on the rohrabacher of ca amendment 25 to #hr4660, which prohibits funding in the bill from being used by the department of justice to prevent certain statesûóincluding michiganûófrom implementing state laws ""that authorize the use, distribution, possession, or cultivation of medical marijuana."" i am a cosponsor of the amendment. the amendment is nearly identical to rep. rohrabacher's amendment from 2012, which i also supported. here's my previous vote explanation: http://facebook.com/repjustinamash/posts/398285686877510.  two years ago, the amendment failed 163-262. this year, the amendment was agreed to 219-189.",justin amash,[],Representative,Michigan
From: Justin Amash (Representative from Michigan),facebook,"i voted yes on ordering the previous question (closing debate) on #hres575, the rule defining the process for considering #hres567, which establishes the select committee on the events surrounding the 2012 terrorist attack in benghazi. the motion passed 223-192.",justin amash,[],Representative,Michigan
From: Justin Amash (Representative from Michigan),facebook,"she has had no problem with u.s. intelligence agencies, like the #nsa, violating the constitution by spying on hundreds of millions of americans without probable cause. this kind of hypocrisy is one of the biggest reasons the public can't stand congress.",justin amash,[],Representative,Michigan
From: Justin Amash (Representative from Michigan),facebook,"i voted no on the polis of co amendment to the title of #hr3865, which amends the long title of the bill to read: ""to protect anonymous special interests by prohibiting the internal revenue service from modifying the standard for determining whether an organization is operated exclusively for the promotion of social welfare for purposes of section 501(c)(4) of the internal revenue code of 1986."" the long title of a bill is meant to provide a summary of its purpose or scope. the purpose of this bill is not ""to protect anonymous special interests."" the amendment was not agreed to 177-241.",justin amash,[],Representative,Michigan
From: Justin Amash (Representative from Michigan),facebook,"i voted yes on h res 303, the rule defining the process for considering h r 5. the structured rule (only certain amendments allowed) provides for one hour of debate equally divided between the chairman and the ranking member of the committee on education and the workforce. all points of order against consideration of the bill or the amendments are waived. twenty-six amendmentsûóincluding seven from democrats and four bipartisan proposalsûóare in order, and one motion to recommit (return the bill to committee) with or without instructions may be offered. it passed 230-190.",justin amash,[],Representative,Michigan
From: Justin Amash (Representative from Michigan),facebook,we're not going away.,justin amash,[],Representative,Michigan
From: Justin Amash (Representative from Michigan),facebook,"i voted yes on the motion to suspend the rules and pass h r 634, business risk mitigation and price stabilization act of 2013. this bill is substantially similar to h r 2682 from the 112th congress, which i also supported. the only notable difference is this year's inclusion of cooperatives (e.g., farmer-owned cooperatives) as end users. here's my previous vote explanation: http://facebook.com/repjustinamash/posts/336034966453030. it passed 411-12.",justin amash,[],Representative,Michigan
From: Justin Amash (Representative from Michigan),facebook,"i voted yes on the meadows of nc amendment to h r 2217, which prohibits the department of homeland security (dhs) from entering into new contracts for ammunition purchases until it submits a report required by the underlying bill on the purchase and use of ammunition by the department. dhs has reportedly purchased as many as 1.6 billion rounds of ammunition over the last year, with even more purchases planned. the american people and members of congress rightfully have questions about these purchases, and it's appropriate to halt new contracts until these questions are answered. it passed 234-192.",justin amash,[],Representative,Michigan
From: Justin Amash (Representative from Michigan),facebook,i voted no on the chu of ca amendment 8 to h r 3. the amendment requires the government accountability office (gao) to conduct a study and prepare a report on the projected cleanup costs of a keystone xl pipeline spill. similar studies to the one the amendment requires have already been conducted as part of the environmental impact statement. the amendment failed 185-231.,justin amash,[],Representative,Michigan
From: Justin Amash (Representative from Michigan),facebook,"i voted no on the motion to adjourn. motions to adjourn are sometimes made in protest or so members of congress can make a point by rejecting them, but i'm told the point of this vote was simply to extend the current session by a few minutes (presumably so leadership can whip us on an upcoming vote). the motion failed 1-415.",justin amash,[],Representative,Michigan
From: Kelly Ayotte (Senator from New Hampshire),facebook,"senator ayotte released the following statement regarding the department of veterans affairs patient access audit released today, which found that more than 57,000 veterans are currently waiting for appointments at va facilities across the country.  the report indicated that the va medical center in manchester and the va hospital in white river junction, both of which serve new hampshire veterans, are not among those flagged for further review and investigation.  ûïno veteran should have to wait more than 90 days for an appointment, and new hampshire veterans should be given the choice of seeing a private provider so they donûªt have to wait in line or be forced to travel hours to seek care,û said senator ayotte.  ûïthe bipartisan va reform legislation being crafted in the senate will help address the systemic, nationwide problems detailed in the audit released today, and iûªm hopeful the senate will quickly take up this legislation once itûªs finalized to make sure veterans can get the timely care they deserve.û",kelly ayotte,[],Senator,New Hampshire
From: Mark Amodei (Representative from Nevada),facebook,"i want to thank my fellow nevadans for their participation in numerous town halls, individual and group meetings, and facility tours during the past four weeks. listening to the feedback of the people who hired me has been more productive and helpful than most anything else undertaken in washington, d.c. this year. iûªm bringing all those opinions back with me and iûªm eager to continue to represent the views of northern nevada in the u.s. house.",mark amodei,[],Representative,Nevada
From: Mark Amodei (Representative from Nevada),facebook,"appreciated the time of ranch manager ben patterson and his family in newark valley to discus ranching, sage hen, public lands, and federal land management agencies.",mark amodei,[],Representative,Nevada
From: Mark Amodei (Representative from Nevada),facebook,"veterans' town hall in carson city on monday, april 29, from 12:00 p.m. to 1:30 p.m., in the carson city veterans hall, 198 south carson street.",mark amodei,[],Representative,Nevada
From: Mark Amodei (Representative from Nevada),facebook,"sat down for a chat with lori gilbert, news 10, in elko:",mark amodei,[],Representative,Nevada
From: Mark Amodei (Representative from Nevada),facebook,"after what was a long week in washington, d.c., i'm happy to be back home and spending time with normal people. we're crisscrossing northern nevada, from owyhee to mcdermitt, from elko to carson city, making stops at schools, the u.s. forest service, a fire department, a police department, tribal councils, county commissions, a chamber of commerce, a rotary club, a veterans' town hall, you name it. you cannot substitute getting together face-to-face with the nevadans who gave you the job.",mark amodei,[],Representative,Nevada
From: Joe Barton (Representative from Texas),facebook,inconvenient facts: president obama offers plan to destroy jobs for low-income americans...like and share! ,joe barton,[],Representative,Texas
From: Joe Barton (Representative from Texas),facebook,will we hear more empty promises tonight? like and share this video from house republicans!,joe barton,[],Representative,Texas
From: Joe Barton (Representative from Texas),facebook,like and share! house passes first anti-obamacare bill of 2014...the legislation would require victims of security breaches through healthcare.gov insurance exchanges to be notified within two days!,joe barton,[],Representative,Texas
From: Joe Barton (Representative from Texas),facebook,"personal update from the congressman: ""i want to thank the team at the pizza inn in italy, texas ûò especially manager sandy mackovich - for going above and beyond today. they worked with my office to help us feed the hundreds of people forced from their homes because of todayûªs pipeline explosion in milford.  we just hope this pizza gives evacuees a little bit of comfort during this difficult time.""",joe barton,[],Representative,Texas
From: Joe Barton (Representative from Texas),facebook,like and share!,joe barton,[],Representative,Texas
From: Joe Barton (Representative from Texas),facebook,simple question asked by national journal - do you trust the president? share your answer below!,joe barton,[],Representative,Texas
From: Joe Barton (Representative from Texas),facebook,our friends and neighbors to the north need our help and support and i know texans will answer the call! our thoughts and prayers are with the people affected by the tragic tornado outbreak in oklahoma!,joe barton,[],Representative,Texas
From: Xavier Becerra (Representative from California),facebook,"we need to do more. we need to increase the minimum wage. we need to give women equal pay for equal work. we need to make sure that those americans who lost their jobs through no fault of their own donûªt find that those emergency unemployment benefits that they were counting on to get back on their feet, are destroyed and never available. we donûªt have time to waste. #raisethewage #renewui #timeisnow #equalpay",xavier becerra,[],Representative,California
From: Xavier Becerra (Representative from California),facebook,"as a proud member of the congressional asian pacific american caucus (capac) since its early years, i have seen it develop into an influential voice for americaûªs diverse asian american and pacific islander (aapi) communities.   iûªm pleased to join my colleagues in celebrating the 20th anniversary of capac and look forward to being a part of capacûªs future success. #apahm",xavier becerra,[],Representative,California
From: Xavier Becerra (Representative from California),facebook,i honored our veterans at the northeast la veterans day parade today. the best way to show this gratitude is by keeping our promises to americaûªs service members and #veterans.,xavier becerra,[],Representative,California
From: Xavier Becerra (Representative from California),facebook,"the american people, like president obama, are way ahead of the politicians when it comes to #immigrationreform.  they want our broken immigration system fixed and they want it fixed now.  this is not a time to shutdown progress that is good for our economy, good for our security, and good for our american values.  the time for action is now. #timeisnow",xavier becerra,[],Representative,California
From: Xavier Becerra (Representative from California),facebook,"please help spread the word by sharing this photo with your friends. social media enhances the ability of elected officials to fulfill their representational duties by providing greater opportunities for communication. it is an honor serving in the united states congress and i look forward to connecting with you about what's happening here in the house of representatives and ways in which we might build a better future for our great country. 
 
 connect with me using the below links:
 www.facebook.com/xavierbecerra
 www.twitter.com/repbecerra
 www.youtube.com/xavierbecerra
 (any google or gmail users can subscribe to youtube)",xavier becerra,[],Representative,California
From: Xavier Becerra (Representative from California),facebook,"president obama is trying to find common ground with house and senate republicans to grow our economy and reduce the federal deficits. i support his attempts to unite members of congress from both parties to move our country forward. and at a time when millions of americans are still out of a job, no one should oppose the presidentûªs plans to reignite american manufacturing and train our workers with the skills they need to compete in the global economy.",xavier becerra,[],Representative,California
From: Sanford Bishop Jr. (Representative from Georgia),facebook,congratulations to jimeca lawrence of the fort valley state university on being selected as one of 30 student winners of the u.s. department of agriculture's 2014 #agricultural outlook forum student #diversity program!,sanford bishop jr.,[],Representative,Georgia
From: Roy Blunt (Senator from Missouri),facebook,"ûïlostû irs emails. epa regulatory over-reach. cherry-picking which obamacare provisions to delay. any way you look at it, this administration has a bad habit of ignoring the law ûò and the constitution. yesterday, house speaker john boehner announced his plans to pursue measures to sue president obama ûïin an effort to compel the president to follow his oath of office and faithfully execute the laws of our country.û the speaker is right. itûªs time for congress to tell president obama: you cannot ignore the law. the presidentûªs û÷pen and phoneûª do not supersede the u.s. constitution.  thatûªs why iûªm urging the democrat-controlled senate to allow a vote on a bill i introduced, the ûïenforce the law act,û to ensure the president upholds his constitutional obligation to ûïtake care that the laws be faithfully executed.û",roy blunt,[],Senator,Missouri
From: Roy Blunt (Senator from Missouri),facebook,"approximately one in four adults suffers from a diagnosable mental health disorder each year nationwide, according to the national institute of mental health. last week, the senate finance committee passed an important bipartisan bill that i co-sponsored to help improve our nation's mental health care system. we have a model that works. now is the time for congress to act.",roy blunt,[],Senator,Missouri
From: Roy Blunt (Senator from Missouri),facebook,the american flag flying at half-staff over the u.s. capitol to honor the victims of the boston marathon tragedy.,roy blunt,[],Senator,Missouri
From: John Boehner (Representative from Ohio),facebook,like if you agree: we need an all-of-the-above approach to energy in america.,john boehner,[],Representative,Ohio
From: John Boehner (Representative from Ohio),facebook,house republicans remain focused on growing good-paying #jobs for american workers. president obama should be too.  learn more at speaker.gov/jobs,john boehner,[],Representative,Ohio
From: John Boehner (Representative from Ohio),facebook,"""the democrats who run washington love to talk about a 'balanced approach.' but there's nothing 'balanced' about a budget that never gets to balance. and they have no plan to balance the budget ûò ever."" - speaker boehner  http://www.speaker.gov/video/speaker-boehner-balanced-budget-means-healthier-economy-more-jobs-brighter-future-our-kids-our",john boehner,[],Representative,Ohio
From: John Boehner (Representative from Ohio),facebook,"""the president got his higher taxesûó$600 billion from higher earners, with no spending cutsûóat the end of 2012. he also got higher taxes via obamacare. meanwhile, no one should be talking about raising taxes when the government is still paying people to play videogames, giving folks free cellphones, and buying $47,000 cigarette-smoking machines. washington must get serious about its spending problem."" - speaker boehner",john boehner,[],Representative,Ohio
From: Barbara Boxer (Senator from California),facebook,just put the pieces together yourself. congress must fix #hobbylobby and make health care #notmybossbusiness,barbara boxer,[],Senator,California
From: Barbara Boxer (Senator from California),facebook,"today sen. feinstein, rep. lois capps and i introduced the pause for safety act to help families stop gun violence. we owe it to the victims of gun violence in isla vista and elsewhere to take action to prevent more tragedies. ",barbara boxer,[],Senator,California
From: Barbara Boxer (Senator from California),facebook,"stopping the sales of these products to minors is a critical step that will help protect our children from a lifetime of nicotine addiction.   the fda was also right to propose barring e-cigarette companies from making unproven health claims and requiring them to disclose the harmful ingredients in their products.  now it is time for the administration to take the next important step by banning the outrageous marketing of e-cigarettes to our kids, including the use of candy flavors and cartoon advertisements that are shamelessly designed to lure and addict them. ",barbara boxer,[],Senator,California
From: Kevin Brady (Representative from Texas),facebook,this news isn't good news.,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"caseworker vita swarers will be in madison county tomorrow morning to help constituents who are having trouble with federal agencies. you can find her from 9am - 11am at the madisonville health resource center at 813 state street in madisonville. and if you're in leon county, come see vita at the ward memorial library at 207 e. st. mary in centerville from 1pm - 3pm.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"if you're in the houston county or trinity county areas and need help with a federal agency, come see caseworker vita swarers tomorrow. she'll be at the houston county courthouse at 401 e. houston ave in crockett from 9am to 11am and at the trinity county courthouse at 162 w. 1st street in groveton from 1pm to 3pm.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"earlier today two palestinian cousins attacked worshippers praying at a synagogue in jerusalem, killing four innocent people. three of the victims held dual u.s.-israeli citizenship. the fourth was a dual british-israeli citizen. please join us in condemning these acts of terror, and in praying for the peace of jerusalem.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,the liberal solution to bad law? more bad laws.,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,remember these promises? #fullrepeal,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"until we have a firm handle on ebola in the united states, a travel ban from sierra leone, liberia and guinea seems the wisest course of action.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,life is precious.,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,happy #nationalcoffeeday!,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"if there are no negative consequences for breaking the law, then why would people stop?",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"thomas kane, deputy assistant chief counsel for the irs, wrote in the declaration, part of a lawsuit filed by judicial watch against the irs, that the blackberry was ""removed or wiped clean of any sensitive or proprietary information and removed as scrap for disposal in june 2012.""  that date - june 2012 - is significant because by that time, ex-irs official lerner had already been summoned before congressional staffers who interviewed her about reports of the irs' targeting of conservative groups.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,a former u.s. ambassador to the vatican reminds us of the power of faith. great article.,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"""forget about escape velocity. the u.s. economy in 2014 is likely to record another disappointing year of growth..."" this #growthgap is costing us millions of jobs and a delta in our gdp that rivals the entire economy of same nations.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"""if all the taxes the federal government collects were represented as $1.00, the death tax would be one half-penny of that dollar. if the death tax was repealed tomorrow, the federal government would hardly notice the difference."" - this is true, but it would make a huge difference to the family-owned farms and businesses who suffer under this terrible tax.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"it's important to note the difference between those at the va who are responsible for this mess, and those who work hard to give our veterans the care they need and deserve.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"the beautiful grimes county courthouse in anderson, texas.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"what can midland, tx, and yuma, az, teach us about us energy policy? read and consider.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"""i will sign a universal health care bill into law by the end of my first term as president that will cover every american and cut the cost of a typical family's premium by up to $2,500 a year."" - barack obama, june 23, 2007",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"ûïyou know, if you have a family where some people are citizens or legally here, and others are not documented, the immigration people will never get that information.û - president obama  why not? if one government agency knows that people are here illegally, why shouldn't they let the ins know?",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,immunity for what? didn't she say she did nothing wrong?,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,texas continues to lead!,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"despite the president's comments, healthcare.gov cannot handle the enrollment errors. http://j.mp/1khgnbn",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"if you come to the conroe office, you might get the chance to meet soraya. please give her a warm welcome!",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"if you're close to conroe, this is worth going to - a moving presentation of the christmas story.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,what a wonderful thing to do. i'm so thankful for folks like this and what they do for the community!,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"this week, the house is voting on a package of jobs bills that promote american made energy. we need less red tape and more jobs!",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"""the [500 million lines of code] says right off the bat that something is egregiously wrong,"" said kennedy. ""i jumped back when i read that figure. it's just so excessive.""",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,the president's determination to permanently harm the coal industry is astounding. this hurts real people and destroys jobs.  #waroncoal,kevin brady,[],Representative,Texas
